CompanyName,TypeOfLaptop,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price
lenevo,WorkStation,13.278676267624991,4K,Intel Atom x5-Z8550,8GB,512GB SSD,AMD Radeon RX 5600M,Linux,2.580356446821105,37461.35768961968
Chuwi,2 in 1 Convertible,13.828219781418587,Full HD,Intel Pentium Quad Core N4200,4GB,6TB HDD,Intel Iris Xe Graphics,Windows 11,2.8389213630946903,49047.92446403566
Asus,NoteBook,14.78423735265135,IPS Panel Full HD / Touchscreen 1920x1080,Intel Celeron Dual Core 3855U ,12GB,1TB HDD,AMD Radeon RX 5600M,No OS,3.8606617628491295,43326.331726108314
Microsoft,UltraBook,15.34747087608241,IPS Panel Retina Display 2560x1600,Intel Xeon E3-1505M ,4GB,1TB Fusion Drive,AMD Radeon RX 5600M,Linux,2.202415362336465,62599.79066139166
hp,UltraBook,12.581085420166216,Full HD,Intel Atom x5-Z8550,16GB,512GB eMMC,Intel Iris Xe Graphics,Windows 11,3.669046444098678,35410.62528294115
Acer,UltraBook,12.041403146852579,HD 1920x1080 ,AMD A9-Series 9420,12GB,256GB PCIe SSD,Intel Iris Xe Graphics,No OS,4.751525979990891,45532.713030677005
Chuwi,Gaming,12.770769822006162,4K,Intel Pentium Quad Core N4200,12GB,256GB PCIe SSD,NVIDIA GeForce GTX 1650,Windows 10,3.754041337939986,53220.39676265018
Asus,2 in 1 Convertible,14.056006201827941,IPS Panel Full HD / Touchscreen 1920x1080,Intel Atom x5-Z8550,16GB,2TB NVMe SSD,Intel Iris Xe Graphics,macOS,4.99331358490773,47783.014365641764
MSI,Business Laptop,13.082658236014478,2K,Intel Pentium Quad Core N4200,4GB,2TB HDD,Intel Iris Xe Graphics,Linux,3.1831283180865304,46770.17426008679
MSI,WorkStation,14.639597116453125,4K,Intel Atom x5-Z8550,8GB,512GB NVMe SSD,Intel Iris Xe Graphics,Windows 10,4.80637972002976,38102.03068323503
Acer,Gaming,17.80453878237956,HD 1920x1080 ,Intel Core i9,4GB,2TB NVMe SSD,NVIDIA GeForce GTX 1650,Windows 10,2.2760233013077498,34295.33720737101
Apple,WorkStation,13.29085839401266,IPS Panel Retina Display 2560x1600,Intel Core i7,12GB,2TB NVMe SSD,NVIDIA GeForce GTX 1650,Windows 11,3.5096479630719353,32592.508105315334
MSI,UltraBook,16.908380978789765,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7,12GB,256GB Flash Storage,AMD Radeon RX 5600M,No OS,2.2988368356741455,66635.8469565606
Apple,2 in 1 Convertible,16.05302296222324,HD 1920x1080 ,Intel Core i5,4GB,1TB Fusion Drive,Intel Iris Xe Graphics,No OS,2.5706539587277786,41889.08344790296
hp,WorkStation,16.061543503962803,2K,Intel Celeron Dual Core 3855U ,16GB,128GB SSD,Intel Iris Xe Graphics,No OS,2.156123755030777,33488.27443342232
Apple,NoteBook,15.494473335509596,2K,Intel Pentium Quad Core N4200,12GB,256GB Flash Storage,NVIDIA GeForce GTX 1650,Windows 11,2.1112271386392285,64034.853663534836
Apple,NoteBook,16.15081073238768,Full HD,Intel Core i7,8GB,2TB NVMe SSD,NVIDIA GeForce GTX 1650,macOS,3.3817064575557394,44415.27135702141
Microsoft,NoteBook,16.835296552407296,IPS Panel Full HD / Touchscreen 1920x1080,Intel Atom x5-Z8550,16GB,2TB NVMe SSD,Intel Iris Xe Graphics,Windows 10,2.8758380522544407,31906.1153911948
hp,NoteBook,17.90123145736138,Full HD,Intel Atom x5-Z8550,8GB,256GB eMMC,AMD Radeon RX 5600M,macOS,4.079194825512388,36172.60788816917
Asus,Business Laptop,15.681292389031558,4K,AMD Ryzen 5,12GB,128GB SSD,NVIDIA GeForce GTX 1650,Windows 11,3.174464074772029,34154.79419526808
Apple,2 in 1 Convertible,12.018216535311137,HD 1920x1080 ,AMD Ryzen 5,4GB,128GB SSD,AMD Radeon RX 5600M,Windows 10,2.6548119083656436,57552.55253640206
Apple,2 in 1 Convertible,17.30050617732465,IPS Panel Retina Display 2560x1600,Intel Pentium Quad Core N4200,4GB,256GB SSD,Intel Iris Xe Graphics,Windows 10,2.0596070086638862,31953.30411987345
lenevo,Gaming,14.494503423391182,HD 1920x1080 ,Intel Celeron Dual Core 3855U ,12GB,256GB SSD,Intel Iris Xe Graphics,Windows 10,3.2126066817430905,55024.74704327057
MSI,NoteBook,11.890956585523599,Full HD,Intel Core i9,16GB,6TB HDD,AMD Radeon RX 5600M,Windows 10,4.996177070032511,39883.11127411404
Apple,2 in 1 Convertible,13.898940747720381,IPS Panel Retina Display 2560x1600,Intel Atom x5-Z8550,4GB,2TB HDD,AMD Radeon RX 5600M,macOS,4.953106317302407,50351.62906536185
Microsoft,2 in 1 Convertible,15.583070018078525,2K,Intel Core i7,12GB,2TB NVMe SSD,NVIDIA GeForce GTX 1650,No OS,4.579768048922197,52784.90252636332
Acer,UltraBook,12.38095005754571,Full HD,Intel Core i5,8GB,256GB eMMC,Intel Iris Xe Graphics,No OS,3.1072552631867625,41110.54081812364
Apple,Gaming,13.099955789950004,2K,Intel Xeon E3-1505M ,12GB,6TB HDD,Intel Iris Xe Graphics,Windows 11,4.54416301557728,56975.35670843784
hp,NoteBook,11.09077536676672,Full HD,AMD Ryzen 7,16GB,2TB NVMe SSD,AMD Radeon RX 5600M,Windows 10,2.6586561804949467,35700.993467832726
Microsoft,Business Laptop,16.522199198359353,4K,Intel Pentium Quad Core N4200,8GB,2TB SATA SSD,NVIDIA GeForce GTX 1650,macOS,3.173865859635309,67166.87835353057
hp,WorkStation,17.674278304928848,4K,Intel Celeron Dual Core 3855U ,4GB,128GB PCIe SSD,AMD Radeon RX 5600M,Windows 11,4.251760858958921,52697.408848529456
Chuwi,NoteBook,15.685300437425978,IPS Panel Full HD / Touchscreen 1920x1080,Intel Pentium Quad Core N4200,16GB,2TB HDD,Intel Iris Xe Graphics,Linux,2.653131281915759,34717.260752188304
Acer,2 in 1 Convertible,16.67105728656615,HD 1920x1080 ,Intel Core i7,12GB,512GB SSD,Intel Iris Xe Graphics,Windows 11,4.025180873451303,47305.938957443075
Chuwi,2 in 1 Convertible,11.172531176932447,4K,AMD Ryzen 7,8GB,128GB SSD,AMD Radeon RX 5600M,Windows 10,2.9727249111188856,54147.02112702834
hp,UltraBook,17.76443969362566,IPS Panel Full HD / Touchscreen 1920x1080,Intel Celeron Dual Core 3855U ,16GB,256GB eMMC,Intel Iris Xe Graphics,Windows 11,2.243252212457817,38167.81468706268
Asus,WorkStation,17.274470104569865,HD 1920x1080 ,Intel Atom x5-Z8550,8GB,1TB Fusion Drive,Intel Iris Xe Graphics,Linux,4.953183732239918,55763.16176825084
hp,NoteBook,16.586829254654695,HD 1920x1080 ,Intel Core i9,8GB,1TB HDD,Intel Iris Xe Graphics,Linux,4.782851005330141,56421.14561747103
Acer,WorkStation,15.594823469998968,4K,Intel Atom x5-Z8550,8GB,1TB NVMe SSD,Intel Iris Xe Graphics,Linux,4.563139710064844,61730.261378328534
MSI,Business Laptop,13.879402330200968,4K,Intel Celeron Dual Core 3855U ,12GB,2TB HDD,Intel Iris Xe Graphics,No OS,2.829562200496869,42115.61985675598
Apple,UltraBook,12.173278528236064,IPS Panel Retina Display 2560x1600,AMD Ryzen 5,12GB,1TB NVMe SSD,NVIDIA GeForce GTX 1650,No OS,2.248499025192425,66751.50963547891
Chuwi,WorkStation,17.75669424851125,4K,Intel Core i7,8GB,4TB HDD,Intel Iris Xe Graphics,Windows 10,2.4168457915758275,50944.13044898483
Dell,WorkStation,17.382737762894923,4K,Intel Xeon E3-1505M ,4GB,256GB PCIe SSD,Intel Iris Xe Graphics,No OS,4.77099237689168,30305.34432909889
Chuwi,UltraBook,15.241016739916237,4K,Intel Core i9,8GB,256GB PCIe SSD,AMD Radeon RX 5600M,Windows 11,4.402707634623646,31325.77910367777
MSI,NoteBook,13.209941561479775,4K,Intel Pentium Quad Core N4200,8GB,256GB SSD,NVIDIA GeForce GTX 1650,No OS,4.559724342124513,50531.56653651863
Dell,Business Laptop,11.640799558323677,2K,Intel Atom x5-Z8550,4GB,2TB NVMe SSD,AMD Radeon RX 5600M,Windows 10,2.7106912478671177,54864.36613265896
Microsoft,2 in 1 Convertible,17.99267738488736,IPS Panel Retina Display 2560x1600,AMD Ryzen 7,16GB,1TB HDD,AMD Radeon RX 5600M,Windows 11,2.4204750586963018,64879.52261127134
lenevo,Business Laptop,16.577737924910295,2K,AMD Ryzen 5,12GB,4TB HDD,NVIDIA GeForce GTX 1650,Linux,4.08955682392384,36564.945432349065
Chuwi,WorkStation,15.159690774546046,2K,Intel Atom x5-Z8550,8GB,512GB NVMe SSD,Intel Iris Xe Graphics,No OS,4.06283349728611,57603.62155207881
Asus,Business Laptop,11.464565636407237,IPS Panel Retina Display 2560x1600,AMD Ryzen 7,12GB,128GB SSD,Intel Iris Xe Graphics,Windows 10,4.185020401254352,65823.62896757279
Acer,2 in 1 Convertible,13.84480787718963,IPS Panel Retina Display 2560x1600,Intel Pentium Quad Core N4200,8GB,512GB NVMe SSD,NVIDIA GeForce GTX 1650,Windows 10,2.1103665179884175,63194.163316695405
Asus,2 in 1 Convertible,17.21560738103462,4K,AMD Ryzen 5,16GB,1TB Fusion Drive,NVIDIA GeForce GTX 1650,macOS,3.93297688721514,45101.99245446007
MSI,WorkStation,13.82194269183232,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5,12GB,256GB Flash Storage,AMD Radeon RX 5600M,Windows 11,4.383272768046685,47888.642259583175
lenevo,NoteBook,13.414272512321482,IPS Panel Full HD / Touchscreen 1920x1080,AMD Ryzen 7,8GB,128GB PCIe SSD,Intel Iris Xe Graphics,No OS,2.969672690631649,68942.66811974312
MSI,Business Laptop,11.892021476412264,4K,AMD A9-Series 9420,8GB,128GB PCIe SSD,Intel Iris Xe Graphics,Windows 10,2.5846762920768804,39640.075548940076
hp,Business Laptop,15.129131005058618,IPS Panel Retina Display 2560x1600,Intel Core i9,16GB,1TB Fusion Drive,NVIDIA GeForce GTX 1650,Windows 10,2.134875927410431,69984.75245446735
Dell,2 in 1 Convertible,14.457587286324726,4K,AMD Ryzen 7,4GB,4TB HDD,Intel Iris Xe Graphics,Linux,2.477286980471107,63382.13090558135
lenevo,Gaming,17.995508697820586,HD 1920x1080 ,Intel Pentium Quad Core N4200,8GB,256GB Flash Storage,Intel Iris Xe Graphics,macOS,3.8162139619538142,66638.12466415783
Chuwi,Gaming,14.003978330375592,Full HD,Intel Core i9,12GB,512GB SSD,AMD Radeon RX 5600M,Linux,3.194627305483993,54781.47501328727
Chuwi,Gaming,12.774277525270596,4K,AMD A9-Series 9420,8GB,512GB eMMC,AMD Radeon RX 5600M,No OS,4.661289408064771,67556.76093880758
Dell,Business Laptop,13.826595202762682,HD 1920x1080 ,Intel Celeron Dual Core 3855U ,12GB,512GB SSD,NVIDIA GeForce GTX 1650,Windows 11,4.232470578168538,30444.42698716562
lenevo,WorkStation,14.099241582145554,4K,Intel Pentium Quad Core N4200,8GB,1TB NVMe SSD,NVIDIA GeForce GTX 1650,No OS,4.885257413531098,65602.26619733483
lenevo,Gaming,17.10585235841373,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i9,4GB,2TB NVMe SSD,AMD Radeon RX 5600M,No OS,2.9660039541192615,47586.396297006126
Asus,WorkStation,15.763530574973473,Full HD,Intel Xeon E3-1505M ,12GB,1TB HDD,AMD Radeon RX 5600M,Windows 11,2.3277862034813506,54725.61364484886
Apple,NoteBook,14.984082062876155,HD 1920x1080 ,Intel Xeon E3-1505M ,4GB,256GB eMMC,NVIDIA GeForce GTX 1650,macOS,2.704610259567231,32767.074428490145
hp,NoteBook,12.264936636552287,IPS Panel Retina Display 2560x1600,AMD Ryzen 5,4GB,512GB SSD,AMD Radeon RX 5600M,Linux,2.2235736831073054,36365.95147606827
Apple,NoteBook,17.390218564957664,Full HD,Intel Pentium Quad Core N4200,12GB,1TB HDD,NVIDIA GeForce GTX 1650,Windows 10,2.288528801794916,32978.00633484379
Asus,UltraBook,17.39749673852607,HD 1920x1080 ,Intel Xeon E3-1505M ,12GB,256GB eMMC,Intel Iris Xe Graphics,macOS,3.170736032612594,61487.84608613605
Asus,Business Laptop,15.280989313382612,IPS Panel Retina Display 2560x1600,Intel Celeron Dual Core 3855U ,4GB,1TB Fusion Drive,NVIDIA GeForce GTX 1650,Windows 11,2.4297188789804647,45153.41943167307
lenevo,2 in 1 Convertible,15.680497122366102,IPS Panel Full HD / Touchscreen 1920x1080,Intel Celeron Dual Core 3855U ,4GB,2TB HDD,AMD Radeon RX 5600M,Windows 10,2.6994715112858207,47755.58845177828
Dell,WorkStation,11.00254523980583,Full HD,Intel Xeon E3-1505M ,12GB,1TB NVMe SSD,AMD Radeon RX 5600M,Windows 10,2.5805939434373446,46810.023566031785
Asus,WorkStation,11.595763696983765,Full HD,Intel Pentium Quad Core N4200,12GB,1TB SSHD,AMD Radeon RX 5600M,No OS,2.54166857517989,43043.90944364855
Apple,Business Laptop,16.262881912449373,IPS Panel Retina Display 2560x1600,Intel Core i7,8GB,2TB HDD,NVIDIA GeForce GTX 1650,No OS,3.2882878029717824,36571.14861094766
Chuwi,Gaming,11.887990605394297,IPS Panel Full HD / Touchscreen 1920x1080,AMD Ryzen 7,12GB,512GB NVMe SSD,Intel Iris Xe Graphics,macOS,2.1161703827297798,65312.543132722916
lenevo,Gaming,15.70578790252878,IPS Panel Retina Display 2560x1600,Intel Celeron Dual Core 3855U ,12GB,256GB PCIe SSD,Intel Iris Xe Graphics,Linux,2.710368024964734,46460.871059273595
Apple,WorkStation,16.101304243832523,IPS Panel Full HD / Touchscreen 1920x1080,Intel Xeon E3-1505M ,8GB,1TB HDD,NVIDIA GeForce GTX 1650,No OS,3.1182119387681673,54276.82657299287
Asus,2 in 1 Convertible,12.062366642807916,IPS Panel Retina Display 2560x1600,AMD Ryzen 5,12GB,1TB SSHD,NVIDIA GeForce GTX 1650,Linux,2.9571401607253587,46395.001354960885
Acer,NoteBook,17.637011481392207,IPS Panel Full HD / Touchscreen 1920x1080,Intel Xeon E3-1505M ,16GB,512GB eMMC,AMD Radeon RX 5600M,macOS,4.546557109271127,68930.57631189981
MSI,2 in 1 Convertible,14.650283313632166,IPS Panel Full HD / Touchscreen 1920x1080,AMD Ryzen 5,4GB,256GB Flash Storage,NVIDIA GeForce GTX 1650,Windows 11,3.061570591715933,36651.82386941456
Dell,Gaming,15.524832866262926,4K,Intel Core i9,16GB,256GB Flash Storage,AMD Radeon RX 5600M,No OS,3.192196586177304,59181.99298780183
Chuwi,UltraBook,16.256061363223324,Full HD,AMD A9-Series 9420,12GB,1TB NVMe SSD,Intel Iris Xe Graphics,Windows 10,3.580767666184503,40303.70363568596
Apple,UltraBook,12.194445861741691,IPS Panel Full HD / Touchscreen 1920x1080,AMD Ryzen 5,12GB,4TB HDD,AMD Radeon RX 5600M,Windows 11,4.978840389692824,49176.43402549191
Dell,WorkStation,15.90312328920455,IPS Panel Full HD / Touchscreen 1920x1080,Intel Celeron Dual Core 3855U ,16GB,256GB eMMC,NVIDIA GeForce GTX 1650,macOS,4.624241312808267,30195.264112790162
Apple,WorkStation,17.64830729741843,Full HD,AMD Ryzen 7,12GB,2TB HDD,AMD Radeon RX 5600M,macOS,2.9446299203680915,56469.57827590681
MSI,WorkStation,16.851812575876277,2K,AMD Ryzen 7,8GB,2TB HDD,AMD Radeon RX 5600M,Windows 10,4.097021706545037,47597.236800000435
Dell,2 in 1 Convertible,12.826641239680699,HD 1920x1080 ,Intel Xeon E3-1505M ,12GB,2TB HDD,AMD Radeon RX 5600M,No OS,3.8369275483563055,48348.02528659048
hp,UltraBook,15.021297726510486,HD 1920x1080 ,Intel Atom x5-Z8550,4GB,1TB HDD,AMD Radeon RX 5600M,Linux,3.6395945506301257,65562.11086288118
Microsoft,2 in 1 Convertible,16.17606761217472,Full HD,Intel Core i7,16GB,256GB Flash Storage,AMD Radeon RX 5600M,Windows 11,4.012248578507916,63613.508596662454
Microsoft,WorkStation,11.735791511983987,2K,AMD Ryzen 5,4GB,2TB SATA SSD,AMD Radeon RX 5600M,Windows 10,2.683278623964945,41859.48328891596
Dell,Gaming,17.171032694156157,4K,AMD Ryzen 7,8GB,1TB SSHD,AMD Radeon RX 5600M,Linux,2.2632332055135196,74786.06676300554
Dell,Business Laptop,11.008346530491922,4K,Intel Core i7,4GB,512GB NVMe SSD,NVIDIA GeForce GTX 1650,Windows 11,3.9596373147117583,47885.694780541206
Microsoft,Gaming,14.93031077572263,4K,Intel Core i9,8GB,4TB HDD,AMD Radeon RX 5600M,No OS,3.6681919247498525,53910.178910091214
Microsoft,Business Laptop,14.76885003405814,IPS Panel Retina Display 2560x1600,AMD Ryzen 5,12GB,256GB Flash Storage,NVIDIA GeForce GTX 1650,macOS,4.043864070564592,47863.50943357063
Chuwi,Business Laptop,12.942087385305973,IPS Panel Full HD / Touchscreen 1920x1080,Intel Celeron Dual Core 3855U ,4GB,512GB NVMe SSD,Intel Iris Xe Graphics,Windows 10,2.3306936876504656,39460.31092926282
Acer,Business Laptop,14.312780788229396,2K,Intel Atom x5-Z8550,12GB,256GB PCIe SSD,NVIDIA GeForce GTX 1650,Windows 10,3.222430760789516,55352.324435929506
Asus,Gaming,11.355470639334724,4K,AMD Ryzen 5,4GB,1TB SSHD,AMD Radeon RX 5600M,Windows 11,4.414833993896099,52402.91853275874
Apple,Business Laptop,17.638422750248033,IPS Panel Full HD / Touchscreen 1920x1080,AMD Ryzen 5,4GB,4TB HDD,AMD Radeon RX 5600M,macOS,2.4943218697127816,63537.37994682672
lenevo,Gaming,16.199421237959335,Full HD,AMD A9-Series 9420,12GB,1TB SSHD,Intel Iris Xe Graphics,Linux,4.874884065989361,45791.92732637743
Apple,Business Laptop,12.350509522416372,4K,Intel Core i7,4GB,1TB HDD,AMD Radeon RX 5600M,No OS,4.766624583887113,32551.450020246542
Microsoft,WorkStation,17.108633156636817,IPS Panel Full HD / Touchscreen 1920x1080,Intel Atom x5-Z8550,4GB,256GB PCIe SSD,Intel Iris Xe Graphics,Windows 10,4.548366522137579,66344.76161955
MSI,Gaming,13.164017566663258,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5,4GB,256GB Flash Storage,AMD Radeon RX 5600M,No OS,4.213514501151629,31496.34160591277
Dell,UltraBook,12.086470640449928,IPS Panel Retina Display 2560x1600,Intel Atom x5-Z8550,8GB,6TB HDD,AMD Radeon RX 5600M,macOS,4.631661976460661,69894.69831549366
Apple,2 in 1 Convertible,13.928880244517092,IPS Panel Full HD / Touchscreen 1920x1080,AMD A9-Series 9420,4GB,2TB HDD,Intel Iris Xe Graphics,Windows 10,3.09838253076965,59564.18057725717
MSI,Gaming,14.664516194326662,Full HD,Intel Core i9,8GB,1TB NVMe SSD,Intel Iris Xe Graphics,Linux,2.993095889148691,57723.393819436365
Apple,2 in 1 Convertible,12.08121624029289,4K,AMD Ryzen 5,16GB,128GB SSD,NVIDIA GeForce GTX 1650,Windows 11,2.086476293980508,39249.78592375832
Asus,WorkStation,15.101883475267957,IPS Panel Full HD / Touchscreen 1920x1080,Intel Xeon E3-1505M ,8GB,512GB eMMC,Intel Iris Xe Graphics,Windows 11,4.554799605732651,57248.50446303343
Acer,Gaming,12.53893310854429,Full HD,AMD Ryzen 7,4GB,256GB eMMC,Intel Iris Xe Graphics,Windows 10,3.3939257825834166,44110.060910661225
Apple,UltraBook,12.599538820954182,4K,Intel Core i9,16GB,2TB NVMe SSD,Intel Iris Xe Graphics,Linux,4.906170898455946,39154.382520682746
lenevo,Business Laptop,17.854718079818976,HD 1920x1080 ,Intel Celeron Dual Core 3855U ,16GB,256GB SSD,Intel Iris Xe Graphics,Windows 10,4.221270918598687,69153.70236699356
hp,NoteBook,13.151331136565997,HD 1920x1080 ,AMD Ryzen 7,16GB,512GB SSD,NVIDIA GeForce GTX 1650,Linux,2.453397624104335,47091.703619060136
lenevo,Gaming,17.859164583220448,IPS Panel Full HD / Touchscreen 1920x1080,Intel Xeon E3-1505M ,4GB,1TB HDD,NVIDIA GeForce GTX 1650,macOS,3.807644374681302,62315.92939316499
hp,UltraBook,13.046247890482674,Full HD,AMD A9-Series 9420,16GB,128GB SSD,NVIDIA GeForce GTX 1650,Windows 10,3.2364309991203997,69648.62190241978
lenevo,Gaming,13.703509179172912,HD 1920x1080 ,Intel Xeon E3-1505M ,16GB,256GB SSD,Intel Iris Xe Graphics,Windows 10,2.9644710133673433,32385.43942780353
hp,2 in 1 Convertible,11.64262577043883,IPS Panel Full HD / Touchscreen 1920x1080,Intel Pentium Quad Core N4200,12GB,2TB NVMe SSD,AMD Radeon RX 5600M,Windows 11,4.056422926719781,69803.30505021806
Chuwi,NoteBook,16.690739172029716,IPS Panel Full HD / Touchscreen 1920x1080,AMD Ryzen 5,16GB,512GB SSD,AMD Radeon RX 5600M,Windows 10,4.6213001555925155,61626.51291158826
MSI,NoteBook,13.286865042369786,Full HD,Intel Celeron Dual Core 3855U ,16GB,2TB NVMe SSD,Intel Iris Xe Graphics,Windows 10,3.7327882415327336,31233.871074983934
Dell,WorkStation,16.080870169547158,Full HD,Intel Core i7,8GB,1TB SSHD,Intel Iris Xe Graphics,Windows 10,2.471616140792303,65669.04886092083
Acer,UltraBook,14.684068181898072,HD 1920x1080 ,Intel Core i7,12GB,1TB NVMe SSD,NVIDIA GeForce GTX 1650,Windows 10,4.823033601644491,65630.04391829754
Chuwi,NoteBook,14.007628985678723,HD 1920x1080 ,Intel Pentium Quad Core N4200,16GB,512GB eMMC,AMD Radeon RX 5600M,No OS,3.795734857201311,34351.74362606038
Asus,Gaming,11.11704598604435,4K,Intel Core i5,4GB,256GB eMMC,Intel Iris Xe Graphics,Linux,4.457335010839476,33851.53543149935
Microsoft,UltraBook,14.777753816388381,2K,Intel Xeon E3-1505M ,12GB,256GB Flash Storage,AMD Radeon RX 5600M,macOS,3.569975417177281,63392.4141468953
Acer,Gaming,16.82228971264626,Full HD,Intel Xeon E3-1505M ,16GB,2TB NVMe SSD,NVIDIA GeForce GTX 1650,Linux,2.1772975457783494,61855.17363799969
Acer,Business Laptop,17.74705432930114,4K,Intel Xeon E3-1505M ,8GB,256GB eMMC,NVIDIA GeForce GTX 1650,macOS,4.407837318961569,40266.99419134425
Acer,WorkStation,15.983610731346971,Full HD,Intel Celeron Dual Core 3855U ,16GB,1TB HDD,Intel Iris Xe Graphics,macOS,2.1602057054226407,31621.39385574866
Asus,NoteBook,17.154305222283767,IPS Panel Retina Display 2560x1600,AMD A9-Series 9420,12GB,1TB HDD,Intel Iris Xe Graphics,Linux,2.558459876335122,41208.983969565525
hp,WorkStation,17.741598199021308,2K,Intel Core i9,4GB,4TB HDD,NVIDIA GeForce GTX 1650,Linux,4.985594365440161,67625.81419990849
hp,2 in 1 Convertible,12.014502298150482,IPS Panel Full HD / Touchscreen 1920x1080,AMD Ryzen 5,4GB,1TB HDD,NVIDIA GeForce GTX 1650,No OS,3.1835341765744496,38187.75353093417
Chuwi,UltraBook,17.929544645803528,2K,Intel Celeron Dual Core 3855U ,8GB,6TB HDD,Intel Iris Xe Graphics,Windows 10,4.178029776978573,39124.94612338236
Asus,Gaming,15.171047494066459,Full HD,AMD Ryzen 5,8GB,256GB SSD,NVIDIA GeForce GTX 1650,Linux,4.096170464372327,33489.97115316379
lenevo,WorkStation,15.798277399013854,4K,AMD Ryzen 5,16GB,256GB SSD,AMD Radeon RX 5600M,No OS,3.4773749626971933,53442.47510036429
hp,2 in 1 Convertible,17.607989594329375,4K,Intel Pentium Quad Core N4200,4GB,256GB SSD,NVIDIA GeForce GTX 1650,macOS,4.695141996030813,69019.66719815864
Chuwi,NoteBook,15.02756310022713,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i9,12GB,1TB SSHD,NVIDIA GeForce GTX 1650,No OS,3.204938016358245,33088.57188806188
Asus,2 in 1 Convertible,11.431399232912193,IPS Panel Retina Display 2560x1600,Intel Xeon E3-1505M ,8GB,512GB NVMe SSD,AMD Radeon RX 5600M,macOS,2.805570776089121,52403.56149173729
Asus,Business Laptop,15.556154327279085,IPS Panel Full HD / Touchscreen 1920x1080,Intel Celeron Dual Core 3855U ,12GB,1TB HDD,AMD Radeon RX 5600M,Linux,2.391937708588777,62490.06354592652
Chuwi,2 in 1 Convertible,16.970237974301057,IPS Panel Retina Display 2560x1600,Intel Celeron Dual Core 3855U ,4GB,1TB Fusion Drive,Intel Iris Xe Graphics,Linux,2.0978750681795586,41132.02942452653
Apple,2 in 1 Convertible,13.021171797099333,Full HD,Intel Core i5,16GB,1TB HDD,AMD Radeon RX 5600M,No OS,3.7286457379261346,61767.86419284029
Acer,Gaming,14.034417491027643,Full HD,AMD Ryzen 5,12GB,512GB eMMC,AMD Radeon RX 5600M,Windows 11,2.999696573676061,66834.01648971577
Chuwi,Gaming,11.916665609295885,IPS Panel Full HD / Touchscreen 1920x1080,AMD Ryzen 7,4GB,512GB SSD,AMD Radeon RX 5600M,Linux,4.73758856551738,31358.983601717224
Chuwi,Gaming,13.399815134066408,2K,AMD Ryzen 5,12GB,1TB HDD,NVIDIA GeForce GTX 1650,macOS,2.7947756724825967,53012.66446732983
hp,WorkStation,14.717953452053019,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5,4GB,256GB eMMC,NVIDIA GeForce GTX 1650,No OS,4.660426963559851,47613.85734401428
Microsoft,UltraBook,13.846157362834244,2K,Intel Xeon E3-1505M ,12GB,128GB SSD,NVIDIA GeForce GTX 1650,macOS,4.168472628553219,51467.61850458424
lenevo,2 in 1 Convertible,12.148299715748061,4K,Intel Core i5,8GB,1TB Fusion Drive,NVIDIA GeForce GTX 1650,Linux,2.6799954484647595,38053.50643115895
MSI,UltraBook,13.798816798693085,2K,Intel Core i7,4GB,1TB SSHD,AMD Radeon RX 5600M,Windows 10,2.3925906943440323,32283.57510732721
MSI,WorkStation,15.376338746530038,IPS Panel Retina Display 2560x1600,AMD Ryzen 7,16GB,512GB SSD,Intel Iris Xe Graphics,Windows 11,2.896326692068369,66644.08084816711
lenevo,Gaming,15.847758184528274,4K,Intel Xeon E3-1505M ,16GB,1TB HDD,NVIDIA GeForce GTX 1650,Windows 10,4.527855289412458,48257.087863373206
MSI,NoteBook,16.446763540264662,HD 1920x1080 ,Intel Core i5,16GB,128GB PCIe SSD,Intel Iris Xe Graphics,Windows 10,2.4746083594274433,43784.50859669493
MSI,Business Laptop,16.845925251241436,HD 1920x1080 ,Intel Core i7,4GB,1TB HDD,AMD Radeon RX 5600M,Windows 10,2.47250720098947,58472.19167929289
MSI,UltraBook,16.58406788513984,IPS Panel Retina Display 2560x1600,Intel Celeron Dual Core 3855U ,4GB,256GB PCIe SSD,Intel Iris Xe Graphics,Windows 10,4.203162477437591,63372.294258254464
Chuwi,WorkStation,11.13409389551184,2K,Intel Core i5,8GB,1TB HDD,Intel Iris Xe Graphics,Linux,3.117245790321351,69595.44712287607
Acer,2 in 1 Convertible,13.919455882484835,HD 1920x1080 ,AMD A9-Series 9420,16GB,256GB SSD,Intel Iris Xe Graphics,Windows 11,2.04377490276191,33742.3815319603
Dell,2 in 1 Convertible,15.97799601265752,4K,Intel Core i7,12GB,256GB eMMC,AMD Radeon RX 5600M,macOS,4.676558900446729,54336.47519646371
Apple,NoteBook,16.054909051259433,4K,Intel Core i5,16GB,4TB HDD,Intel Iris Xe Graphics,Windows 11,3.8780411862340296,32032.947168180584
Dell,UltraBook,17.379396737503548,2K,AMD A9-Series 9420,8GB,256GB PCIe SSD,Intel Iris Xe Graphics,macOS,4.393546388957719,95116.08099182101
